species,haul_id,stratum,lat,long,depth,year,wtcpue
dungeness,2.00503E+11,40.5-183,38.08694444,-123.4425,146.7,2005,0.218738883
dungeness,2.00503E+11,40.5-183,37.87555556,-123.0944444,91.9,2005,3.929036397
dungeness,2.00503E+11,40.5-183,37.65083333,-123.0666667,133.5,2005,1.045055535
dungeness,2.00503E+11,40.5-183,37.41111111,-122.7602778,92.3,2005,3.342593919
dungeness,2.00503E+11,40.5-183,37.38944444,-122.5791667,70.2,2005,0.940656042
dungeness,2.00503E+11,40.5-183,37.31,-122.5047222,58.2,2005,3.180649177
dungeness,2.00503E+11,40.5-183,37.13277778,-122.4158333,59.8,2005,9.870526214
dungeness,2.00503E+11,40.5-183,37.08416667,-122.5627778,115.8,2005,6.608018343
dungeness,2.00503E+11,40.5-183,37.32888889,-122.7830556,118.3,2005,0.942564639
dungeness,2.00503E+11,35.5-183,34.65555556,-120.7633333,85,2005,1.345391661
dungeness,2.00503E+11,40.5-183,35.53861111,-121.1416667,71.5,2005,0.215725977
dungeness,2.00503E+11,43.5-549,41.93472222,-124.5761111,292,2005,0.557563008
dungeness,2.00503E+11,43.5-183,41.61666667,-124.2894444,58.2,2005,4.813820156
dungeness,2.00503E+11,43.5-183,41.55416667,-124.2855556,65.4,2005,28.98308765
dungeness,2.00503E+11,43.5-183,41.3025,-124.2277778,77.4,2005,19.23588222
dungeness,2.00503E+11,43.5-549,41.30777778,-124.4544444,293.7,2005,2.751635264
dungeness,2.00503E+11,43.5-183,41.16083333,-124.3011111,114.1,2005,1.447490426
dungeness,2.00503E+11,43.5-183,40.93111111,-124.2675,73.6,2005,10.36302048
dungeness,2.00503E+11,43.5-183,40.83972222,-124.2822222,62.2,2005,27.97996422
dungeness,2.00503E+11,43.5-183,40.55,-124.4733333,64,2005,423.7524695
dungeness,2.00503E+11,43.5-183,40.56888889,-124.5522222,130.2,2005,5.0313236
dungeness,2.00503E+11,40.5-183,40.08611111,-124.1691667,109.5,2005,19.71097553
dungeness,2.00503E+11,40.5-183,39.64722222,-123.8788889,117.9,2005,0.650937235
dungeness,2.00503E+11,40.5-183,39.01583333,-123.8027778,86.6,2005,15.31694634
dungeness,2.00503E+11,40.5-183,38.96833333,-123.7791667,71.2,2005,3.396828523
dungeness,2.00503E+11,40.5-183,38.80555556,-123.6511111,72.1,2005,1.836817511
dungeness,2.00503E+11,40.5-183,37.925,-122.9402778,62,2005,116.1107202
dungeness,2.00503E+11,40.5-183,37.53555556,-122.7069444,64.1,2005,5.961659599
dungeness,2.00503E+11,40.5-183,37.44333333,-122.8619444,124.3,2005,5.492682421
dungeness,2.00503E+11,40.5-183,37.30166667,-122.7536111,114.1,2005,2.163387781
dungeness,2.00503E+11,40.5-183,37.11027778,-122.4402778,79.4,2005,8.447365326
dungeness,2.00503E+11,40.5-183,37.02638889,-122.4419444,118.2,2005,2.524161709
dungeness,2.00503E+11,40.5-183,36.97361111,-122.2258333,64,2005,1.688192517
dungeness,2.00503E+11,40.5-183,36.87666667,-122.1047222,88.2,2005,0.265237771
dungeness,2.00503E+11,40.5-183,36.83833333,-122.0688889,97.6,2005,1.249870073
dungeness,2.00503E+11,35.5-183,35.40305556,-121.0141667,108.3,2005,4.179902777
dungeness,2.00503E+11,35.5-183,35.28194444,-120.9930556,147.8,2005,0.992050572
dungeness,2.00503E+11,43.5-183,41.26416667,-124.3616667,141.3,2005,0.95853695
dungeness,2.00503E+11,43.5-549,40.83833333,-124.4277778,228.7,2005,9.574626734
dungeness,2.00503E+11,43.5-183,40.74083333,-124.4775,136.4,2005,4.77611922
dungeness,2.00503E+11,43.5-183,40.57777778,-124.4469444,52.8,2005,50.20436138
dungeness,2.00503E+11,40.5-183,39.51416667,-123.8922222,118.4,2005,0.579402555
dungeness,2.00503E+11,40.5-183,39.10166667,-123.7783333,84.3,2005,4.04405069
dungeness,2.00503E+11,40.5-183,38.36916667,-123.3138889,111.1,2005,3.028112121
dungeness,2.00503E+11,40.5-183,38.37055556,-123.1891667,83.8,2005,8.584110552
dungeness,2.00503E+11,40.5-183,38.30611111,-123.1588889,86.2,2005,8.277275098
dungeness,2.00503E+11,40.5-183,38.1375,-123.2475,113.1,2005,2.649320985
dungeness,2.00503E+11,40.5-549,37.20666667,-122.7608333,185.1,2005,5.58231569
dungeness,2.00503E+11,40.5-183,37.06861111,-122.3466667,58,2005,9.054482426
dungeness,2.00503E+11,40.5-183,36.85861111,-121.9205556,60.4,2005,3.502278031
dungeness,2.00503E+11,40.5-183,36.85194444,-122.0097222,81,2005,3.194445469
dungeness,2.00503E+11,35.5-183,35.10861111,-120.8491667,109.4,2005,1.064555878
dungeness,2.00503E+11,43.5-183,41.98388889,-124.4755556,103.9,2005,5.297363125
dungeness,2.00503E+11,43.5-183,41.95916667,-124.3911111,74.1,2005,24.91879883
dungeness,2.00503E+11,43.5-183,41.67305556,-124.3652778,89.6,2005,3.243431454
dungeness,2.00503E+11,43.5-183,41.27361111,-124.3277778,116.4,2005,8.461889138
dungeness,2.00503E+11,43.5-183,41.22444444,-124.3202778,121.1,2005,8.907040752
dungeness,2.00503E+11,43.5-1280,41.035,-124.5625,699.4,2005,0.871129254
dungeness,2.00503E+11,43.5-183,40.80916667,-124.3202778,62.8,2005,11.45774861
dungeness,2.00503E+11,40.5-183,40.26611111,-124.4111111,96.2,2005,96.38525269
dungeness,2.00503E+11,40.5-549,39.81138889,-124.0561111,192.3,2005,4.081611673
dungeness,2.00503E+11,40.5-183,39.53722222,-123.8836111,117.2,2005,0.876135554
dungeness,2.00503E+11,40.5-183,39.39944444,-123.8636111,92.9,2005,5.24295593
dungeness,2.00503E+11,40.5-183,39.23888889,-123.8058333,70.6,2005,0.436738982
dungeness,2.00503E+11,40.5-183,39.235,-123.8280556,92.9,2005,0.161085068
dungeness,2.00503E+11,40.5-183,38.68277778,-123.5602778,99.1,2005,0.116689063
dungeness,2.00503E+11,40.5-183,38.44527778,-123.4327778,133.2,2005,0.56854549
dungeness,2.00503E+11,40.5-183,38.52277778,-123.3311111,80.2,2005,6.632845569
dungeness,2.00503E+11,40.5-549,38.37444444,-123.49,191.1,2005,0.644421883
dungeness,2.00503E+11,40.5-183,38.22611111,-123.2125,101.3,2005,1.337436815
dungeness,2.00503E+11,40.5-183,37.74027778,-123.14,109.4,2005,1.172516045
dungeness,2.00503E+11,40.5-183,37.54611111,-122.9825,156.8,2005,0.290756211
dungeness,2.00503E+11,40.5-549,37.45472222,-122.9419444,233.6,2005,3.883439307
dungeness,2.00503E+11,40.5-183,37.53083333,-122.7666667,77.1,2005,12.51621952
dungeness,2.00503E+11,40.5-183,37.51083333,-122.6161111,58.4,2005,39.59884598
dungeness,2.00503E+11,40.5-183,37.29972222,-122.7877778,128.1,2005,0.693254351
dungeness,2.00503E+11,40.5-183,37.21638889,-122.6261111,100.2,2005,5.68325132
dungeness,2.00503E+11,40.5-183,37.12861111,-122.6766667,132.3,2005,3.489310592
dungeness,2.00503E+11,40.5-183,36.85416667,-122.0447222,89.8,2005,1.570574162
dungeness,2.00503E+11,35.5-183,34.77138889,-120.7355556,77.1,2005,10.74738139
dungeness,2.00503E+11,35.5-183,34.79361111,-120.7311111,73.5,2005,11.27090638
dungeness,2.00603E+11,43.5-183,41.99555556,-124.4058333,79.7,2006,10.75977719
dungeness,2.00603E+11,43.5-183,41.1925,-124.3319444,137.9,2006,2.595529917
dungeness,2.00603E+11,43.5-183,40.97555556,-124.2675,79.2,2006,0.571007711
dungeness,2.00603E+11,43.5-183,40.57972222,-124.5505556,146.4,2006,0.674767877
dungeness,2.00603E+11,40.5-183,39.52666667,-123.8930556,120.1,2006,7.170833233
dungeness,2.00603E+11,40.5-183,38.77138889,-123.7408333,128.1,2006,0.600816903
dungeness,2.00603E+11,40.5-549,38.31222222,-123.4922222,245.4,2006,0.233332262
dungeness,2.00603E+11,40.5-183,38.10277778,-123.2413889,113.5,2006,1.070446837
dungeness,2.00603E+11,40.5-183,37.87111111,-123.2833333,107.1,2006,1.334972466
dungeness,2.00603E+11,40.5-183,37.82722222,-123.0972222,85.1,2006,2.196153173
dungeness,2.00603E+11,40.5-183,37.51583333,-122.6713889,61.9,2006,10.81403636
dungeness,2.00603E+11,40.5-183,37.38444444,-122.6786111,86.8,2006,4.149739997
dungeness,2.00603E+11,40.5-183,36.91166667,-122.1061111,62.9,2006,2.721295668
dungeness,2.00603E+11,40.5-183,35.72111111,-121.3688889,62.7,2006,0.3621282
dungeness,2.00603E+11,35.5-183,34.81222222,-120.7227778,68.7,2006,2.53411753
dungeness,2.00603E+11,35.5-183,34.79416667,-120.74,79.3,2006,0.874969151
dungeness,2.00603E+11,43.5-183,41.53527778,-124.2544444,54.1,2006,19.77624982
dungeness,2.00603E+11,43.5-183,41.43583333,-124.2555556,68.2,2006,12.55030782
dungeness,2.00603E+11,43.5-549,40.84388889,-124.4675,378.3,2006,0.230669851
dungeness,2.00603E+11,40.5-183,39.79722222,-123.9055556,85.7,2006,11.6355725
dungeness,2.00603E+11,40.5-183,39.54305556,-123.8236111,64.2,2006,3.31401462
dungeness,2.00603E+11,40.5-183,38.59694444,-123.4558333,93.9,2006,2.908038052
dungeness,2.00603E+11,40.5-549,38.43833333,-123.5488889,190.3,2006,0.80396941
dungeness,2.00603E+11,40.5-183,38.04194444,-123.1988889,103.5,2006,9.332253944
dungeness,2.00603E+11,40.5-183,38.005,-123.2130556,104.4,2006,4.374907975
dungeness,2.00603E+11,40.5-183,37.45944444,-122.7116667,74.1,2006,1.934923887
dungeness,2.00603E+11,40.5-549,37.37083333,-122.8958333,231.9,2006,6.34129065
dungeness,2.00603E+11,40.5-549,37.29833333,-122.8802778,260.9,2006,1.944851801
dungeness,2.00603E+11,40.5-183,37.23222222,-122.6580556,96.9,2006,2.288738743
dungeness,2.00603E+11,40.5-183,37.38388889,-122.5777778,65.2,2006,2.52614864
dungeness,2.00603E+11,40.5-183,37.42805556,-122.5561111,53.2,2006,2.956174484
dungeness,2.00603E+11,40.5-183,37.16166667,-122.6813889,115.6,2006,0.7804495
dungeness,2.00603E+11,40.5-183,37.0675,-122.6391667,137.7,2006,1.210975256
dungeness,2.00603E+11,40.5-183,37.01694444,-122.3505556,89.8,2006,0.681223865
dungeness,2.00603E+11,40.5-183,36.97444444,-122.2277778,60.3,2006,25.54793212
dungeness,2.00603E+11,40.5-183,36.81277778,-121.8838889,74.8,2006,0.483758573
dungeness,2.00603E+11,40.5-549,36.77888889,-121.8877778,225.4,2006,0.545002788
dungeness,2.00603E+11,40.5-183,36.75805556,-121.9311111,94.1,2006,0.831051435
dungeness,2.00603E+11,35.5-183,35.0125,-120.7663889,69.9,2006,5.502086792
dungeness,2.00603E+11,35.5-183,34.85027778,-120.8463889,161,2006,1.855517808
dungeness,2.00603E+11,35.5-183,34.70916667,-120.7666667,80.3,2006,2.634922536
dungeness,2.00603E+11,43.5-549,41.72888889,-124.4880556,294.6,2006,1.55775437
dungeness,2.00603E+11,43.5-183,41.23583333,-124.2394444,77.1,2006,6.094600899
dungeness,2.00603E+11,43.5-183,41.25611111,-124.3222222,116.9,2006,1.064520404
dungeness,2.00603E+11,43.5-549,41.33638889,-124.4813889,339,2006,1.940211697
dungeness,2.00603E+11,40.5-183,40.07083333,-124.2055556,134.5,2006,0.770229661
dungeness,2.00603E+11,40.5-549,38.24666667,-123.4094444,214.4,2006,1.102821925
dungeness,2.00603E+11,40.5-183,38.30888889,-123.3175,115.9,2006,0.855506364
dungeness,2.00603E+11,40.5-183,38.23861111,-123.0908333,77.6,2006,1.408015597
dungeness,2.00603E+11,40.5-549,38.14527778,-123.4391667,231.9,2006,0.217165163
dungeness,2.00603E+11,40.5-183,37.90416667,-123.1033333,91.9,2006,1.568034319
dungeness,2.00603E+11,40.5-183,37.81916667,-122.925,66.2,2006,5.005585396
dungeness,2.00603E+11,40.5-183,37.54583333,-122.7011111,59.6,2006,3.388876978
dungeness,2.00603E+11,40.5-183,37.52888889,-122.6538889,59,2006,13.49393994
dungeness,2.00603E+11,40.5-183,37.16305556,-122.6269444,107.9,2006,2.986680575
dungeness,2.00603E+11,43.5-183,40.86694444,-124.4016667,168.6,2006,6.207064392
dungeness,2.00603E+11,43.5-183,41.49361111,-124.4766667,171.1,2006,3.464878775
dungeness,2.00603E+11,40.5-183,39.1075,-123.8697222,111.3,2006,0.803598942
dungeness,2.00603E+11,40.5-183,39.00527778,-123.8147222,89.7,2006,2.291310829
dungeness,2.00603E+11,40.5-183,38.84527778,-123.7536111,91.5,2006,1.239213221
dungeness,2.00603E+11,40.5-183,38.54722222,-123.5302778,137.7,2006,1.105223492
dungeness,2.00603E+11,40.5-183,38.54861111,-123.4069444,95.4,2006,8.002405826
dungeness,2.00603E+11,40.5-183,38.31166667,-123.4302778,170.2,2006,1.220426016
dungeness,2.00603E+11,40.5-183,38.27444444,-123.1594444,87,2006,1.761850391
dungeness,2.00603E+11,40.5-183,38.01222222,-123.3480556,111.8,2006,3.199709482
dungeness,2.00603E+11,40.5-183,37.85027778,-123.2311111,101.3,2006,0.547290299
dungeness,2.00603E+11,40.5-183,37.92861111,-123.1722222,95.5,2006,2.396641568
dungeness,2.00603E+11,35.5-183,35.33944444,-120.9416667,76.7,2006,0.964344555
dungeness,2.00603E+11,35.5-183,35.0875,-120.7925,76.2,2006,2.270137183
dungeness,2.00703E+11,43.5-183,41.69972222,-124.3216667,68.7,2007,4.340904619
dungeness,2.00703E+11,43.5-183,41.64333333,-124.4272222,126.4,2007,3.600047575
dungeness,2.00703E+11,43.5-549,40.93222222,-124.4316667,272.7,2007,0.299203383
dungeness,2.00703E+11,43.5-183,40.86527778,-124.3116667,73.2,2007,1.587383352
dungeness,2.00703E+11,43.5-183,40.59694444,-124.5683333,155.8,2007,1.776403291
dungeness,2.00703E+11,40.5-183,39.53916667,-123.9316667,145.1,2007,1.121716303
dungeness,2.00703E+11,40.5-183,38.57888889,-123.5908333,143.4,2007,0.870027838
dungeness,2.00703E+11,40.5-183,38.55361111,-123.5808333,145.9,2007,0.446088424
dungeness,2.00703E+11,40.5-183,38.52888889,-123.4425,111.7,2007,9.142956448
dungeness,2.00703E+11,40.5-183,38.27,-123.3311111,125.4,2007,1.353485608
dungeness,2.00703E+11,40.5-183,38.22638889,-123.1105556,80.1,2007,1.961191996
dungeness,2.00703E+11,40.5-183,38.16722222,-123.1177778,79.5,2007,2.575629807
dungeness,2.00703E+11,40.5-183,37.45444444,-122.8286111,93.2,2007,2.65973327
dungeness,2.00703E+11,40.5-183,37.43194444,-122.8419444,109.9,2007,3.378682967
dungeness,2.00703E+11,40.5-549,37.32944444,-122.8941667,260.9,2007,1.614439257
dungeness,2.00703E+11,40.5-183,37.22111111,-122.6,93.2,2007,0.407140968
dungeness,2.00703E+11,40.5-549,36.98805556,-122.5361111,257.1,2007,4.566532246
dungeness,2.00703E+11,40.5-183,36.99166667,-122.4380556,158.1,2007,3.318345565
dungeness,2.00703E+11,40.5-549,36.93194444,-122.4366667,486.5,2007,0.837045872
dungeness,2.00703E+11,40.5-183,35.54138889,-121.2152778,181.5,2007,0.428873509
dungeness,2.00703E+11,43.5-183,41.48555556,-124.3555556,88.7,2007,2.584748296
dungeness,2.00703E+11,43.5-183,41.32583333,-124.2241667,71.2,2007,3.6094383310000002
dungeness,2.00703E+11,40.5-183,38.75111111,-123.6236111,87,2007,1.014135522
dungeness,2.00703E+11,40.5-183,38.20416667,-123.1488889,90.6,2007,3.478365063
dungeness,2.00703E+11,40.5-183,38.10805556,-123.1566667,85.5,2007,1.018320804
dungeness,2.00703E+11,40.5-183,38.04388889,-123.1319444,80.5,2007,9.78144836
dungeness,2.00703E+11,40.5-183,37.96638889,-122.975,59.7,2007,13.17474309
dungeness,2.00703E+11,40.5-183,37.84111111,-123.0713889,86.9,2007,1.291607346
dungeness,2.00703E+11,40.5-183,37.35138889,-122.7005556,93.8,2007,1.282900979
dungeness,2.00703E+11,40.5-549,35.55583333,-121.2575,205.5,2007,0.298509974
dungeness,2.00703E+11,35.5-183,34.93555556,-120.8063889,113.5,2007,1.032352932
dungeness,2.00703E+11,43.5-549,41.30138889,-124.4536111,297.1,2007,0.304337064
dungeness,2.00703E+11,40.5-183,40.10861111,-124.2669444,144.9,2007,8.823941018
dungeness,2.00703E+11,40.5-183,39.50333333,-123.8794444,113.6,2007,5.008057833
dungeness,2.00703E+11,40.5-183,39.36166667,-123.9494444,179.5,2007,0.415482494
dungeness,2.00703E+11,40.5-183,38.86805556,-123.7194444,69.2,2007,5.795456603
dungeness,2.00703E+11,40.5-183,38.43722222,-123.4111111,129.2,2007,0.375344706
dungeness,2.00703E+11,40.5-183,38.27472222,-123.3727778,146,2007,0.279661568
dungeness,2.00703E+11,40.5-183,37.8725,-123.0419444,88.4,2007,3.85700376
dungeness,2.00703E+11,40.5-183,37.53694444,-122.7986111,82,2007,2.472793086
dungeness,2.00703E+11,40.5-183,37.29916667,-122.6005556,89.8,2007,1.679054693
dungeness,2.00703E+11,40.5-183,37.23666667,-122.6911111,108,2007,1.385195368
